fill	x	y	group	clickSelects
#FDFDFE	48146	9.5	2268	48137-48156
#FDFDFE	48146.5	10	2268	48137-48156
#FDFDFE	48147	9.5	2268	48137-48156
#FDFDFE	48146.5	9	2268	48137-48156
#FCFBFD	48146.5	10	2269	48137-48157
#FCFBFD	48147	10.5	2269	48137-48157
#FCFBFD	48147.5	10	2269	48137-48157
#FCFBFD	48147	9.5	2269	48137-48157
#FEFEFE	48147	10.5	2270	48137-48158
#FEFEFE	48147.5	11	2270	48137-48158
#FEFEFE	48148	10.5	2270	48137-48158
#FEFEFE	48147.5	10	2270	48137-48158
#F5E8E6	48147.5	11	2271	48137-48159
#F5E8E6	48148	11.5	2271	48137-48159
#F5E8E6	48148.5	11	2271	48137-48159
#F5E8E6	48148	10.5	2271	48137-48159
#F8EFEE	48148	11.5	2272	48137-48160
#F8EFEE	48148.5	12	2272	48137-48160
#F8EFEE	48149	11.5	2272	48137-48160
#F8EFEE	48148.5	11	2272	48137-48160
#FCF8F7	48148.5	12	2273	48137-48161
#FCF8F7	48149	12.5	2273	48137-48161
#FCF8F7	48149.5	12	2273	48137-48161
#FCF8F7	48149	11.5	2273	48137-48161
#F2E2E0	48149	12.5	2274	48137-48162
#F2E2E0	48149.5	13	2274	48137-48162
#F2E2E0	48150	12.5	2274	48137-48162
#F2E2E0	48149.5	12	2274	48137-48162
#FBF6F5	48149.5	13	2275	48137-48163
#FBF6F5	48150	13.5	2275	48137-48163
#FBF6F5	48150.5	13	2275	48137-48163
#FBF6F5	48150	12.5	2275	48137-48163
#FCF7F7	48150	13.5	2276	48137-48164
#FCF7F7	48150.5	14	2276	48137-48164
#FCF7F7	48151	13.5	2276	48137-48164
#FCF7F7	48150.5	13	2276	48137-48164
#FBF5F4	48150.5	14	2277	48137-48165
#FBF5F4	48151	14.5	2277	48137-48165
#FBF5F4	48151.5	14	2277	48137-48165
#FBF5F4	48151	13.5	2277	48137-48165
#FFFEFF	48151	14.5	2278	48137-48166
#FFFEFF	48151.5	15	2278	48137-48166
#FFFEFF	48152	14.5	2278	48137-48166
#FFFEFF	48151.5	14	2278	48137-48166
#FBF6F6	48151.5	15	2279	48137-48167
#FBF6F6	48152	15.5	2279	48137-48167
#FBF6F6	48152.5	15	2279	48137-48167
#FBF6F6	48152	14.5	2279	48137-48167
#F5E8E7	48152	15.5	2280	48137-48168
#F5E8E7	48152.5	16	2280	48137-48168
#F5E8E7	48153	15.5	2280	48137-48168
#F5E8E7	48152.5	15	2280	48137-48168
#F5E8E6	48152.5	16	2281	48137-48169
#F5E8E6	48153	16.5	2281	48137-48169
#F5E8E6	48153.5	16	2281	48137-48169
#F5E8E6	48153	15.5	2281	48137-48169
#F4E6E4	48153	16.5	2282	48137-48170
#F4E6E4	48153.5	17	2282	48137-48170
#F4E6E4	48154	16.5	2282	48137-48170
#F4E6E4	48153.5	16	2282	48137-48170
#EDD7D4	48153.5	17	2283	48137-48171
#EDD7D4	48154	17.5	2283	48137-48171
#EDD7D4	48154.5	17	2283	48137-48171
#EDD7D4	48154	16.5	2283	48137-48171
#F6E9E8	48154	17.5	2284	48137-48172
#F6E9E8	48154.5	18	2284	48137-48172
#F6E9E8	48155	17.5	2284	48137-48172
#F6E9E8	48154.5	17	2284	48137-48172
#F6EBE9	48154.5	18	2285	48137-48173
#F6EBE9	48155	18.5	2285	48137-48173
#F6EBE9	48155.5	18	2285	48137-48173
#F6EBE9	48155	17.5	2285	48137-48173
#EDD8D5	48155	18.5	2286	48137-48174
#EDD8D5	48155.5	19	2286	48137-48174
#EDD8D5	48156	18.5	2286	48137-48174
#EDD8D5	48155.5	18	2286	48137-48174
#F7EDEC	48155.5	19	2287	48137-48175
#F7EDEC	48156	19.5	2287	48137-48175
#F7EDEC	48156.5	19	2287	48137-48175
#F7EDEC	48156	18.5	2287	48137-48175
#EFDCD9	48156	19.5	2288	48137-48176
#EFDCD9	48156.5	20	2288	48137-48176
#EFDCD9	48157	19.5	2288	48137-48176
#EFDCD9	48156.5	19	2288	48137-48176
#F9F1F0	48156.5	20	2289	48137-48177
#F9F1F0	48157	20.5	2289	48137-48177
#F9F1F0	48157.5	20	2289	48137-48177
#F9F1F0	48157	19.5	2289	48137-48177
#FCF9F8	48157	20.5	2290	48137-48178
#FCF9F8	48157.5	21	2290	48137-48178
#FCF9F8	48158	20.5	2290	48137-48178
#FCF9F8	48157.5	20	2290	48137-48178
#F3E3E1	48157.5	21	2291	48137-48179
#F3E3E1	48158	21.5	2291	48137-48179
#F3E3E1	48158.5	21	2291	48137-48179
#F3E3E1	48158	20.5	2291	48137-48179
#F4E6E4	48158	21.5	2292	48137-48180
#F4E6E4	48158.5	22	2292	48137-48180
#F4E6E4	48159	21.5	2292	48137-48180
#F4E6E4	48158.5	21	2292	48137-48180
#FBF7F6	48158.5	22	2293	48137-48181
#FBF7F6	48159	22.5	2293	48137-48181
#FBF7F6	48159.5	22	2293	48137-48181
#FBF7F6	48159	21.5	2293	48137-48181
#F3E3E1	48159	22.5	2294	48137-48182
#F3E3E1	48159.5	23	2294	48137-48182
#F3E3E1	48160	22.5	2294	48137-48182
#F3E3E1	48159.5	22	2294	48137-48182
#FCF7F6	48159.5	23	2295	48137-48183
#FCF7F6	48160	23.5	2295	48137-48183
#FCF7F6	48160.5	23	2295	48137-48183
#FCF7F6	48160	22.5	2295	48137-48183
#FBF5F4	48160	23.5	2296	48137-48184
#FBF5F4	48160.5	24	2296	48137-48184
#FBF5F4	48161	23.5	2296	48137-48184
#FBF5F4	48160.5	23	2296	48137-48184
#FCF8F7	48160.5	24	2297	48137-48185
#FCF8F7	48161	24.5	2297	48137-48185
#FCF8F7	48161.5	24	2297	48137-48185
#FCF8F7	48161	23.5	2297	48137-48185
#F7ECEB	48161	24.5	2298	48137-48186
#F7ECEB	48161.5	25	2298	48137-48186
#F7ECEB	48162	24.5	2298	48137-48186
#F7ECEB	48161.5	24	2298	48137-48186
#BF817A	48137.5	0	2299	48138-48138
#BF817A	48138	0.5	2299	48138-48138
#BF817A	48138.5	0	2299	48138-48138
#BF817A	48138	-0.5	2299	48138-48138
#D8ADA8	48138	0.5	2300	48138-48139
#D8ADA8	48138.5	1	2300	48138-48139
#D8ADA8	48139	0.5	2300	48138-48139
#D8ADA8	48138.5	0	2300	48138-48139
#D1A19B	48138.5	1	2301	48138-48140
#D1A19B	48139	1.5	2301	48138-48140
#D1A19B	48139.5	1	2301	48138-48140
#D1A19B	48139	0.5	2301	48138-48140
#E1BFBA	48139	1.5	2302	48138-48141
#E1BFBA	48139.5	2	2302	48138-48141
#E1BFBA	48140	1.5	2302	48138-48141
#E1BFBA	48139.5	1	2302	48138-48141
#EED9D7	48139.5	2	2303	48138-48142
#EED9D7	48140	2.5	2303	48138-48142
#EED9D7	48140.5	2	2303	48138-48142
#EED9D7	48140	1.5	2303	48138-48142
#FEFEFE	48140	2.5	2304	48138-48143
#FEFEFE	48140.5	3	2304	48138-48143
#FEFEFE	48141	2.5	2304	48138-48143
#FEFEFE	48140.5	2	2304	48138-48143
#FDFBFB	48140.5	3	2305	48138-48144
#FDFBFB	48141	3.5	2305	48138-48144
#FDFBFB	48141.5	3	2305	48138-48144
#FDFBFB	48141	2.5	2305	48138-48144
#FCF8F7	48141	3.5	2306	48138-48145
#FCF8F7	48141.5	4	2306	48138-48145
#FCF8F7	48142	3.5	2306	48138-48145
#FCF8F7	48141.5	3	2306	48138-48145
#FCF7F7	48141.5	4	2307	48138-48146
#FCF7F7	48142	4.5	2307	48138-48146
#FCF7F7	48142.5	4	2307	48138-48146
#FCF7F7	48142	3.5	2307	48138-48146
#FAF3F2	48142	4.5	2308	48138-48147
#FAF3F2	48142.5	5	2308	48138-48147
#FAF3F2	48143	4.5	2308	48138-48147
#FAF3F2	48142.5	4	2308	48138-48147
#E9CECB	48142.5	5	2309	48138-48148
#E9CECB	48143	5.5	2309	48138-48148
#E9CECB	48143.5	5	2309	48138-48148
#E9CECB	48143	4.5	2309	48138-48148
#FDFBFA	48143	5.5	2310	48138-48149
#FDFBFA	48143.5	6	2310	48138-48149
#FDFBFA	48144	5.5	2310	48138-48149
#FDFBFA	48143.5	5	2310	48138-48149
#FFFEFE	48143.5	6	2311	48138-48150
#FFFEFE	48144	6.5	2311	48138-48150
#FFFEFE	48144.5	6	2311	48138-48150
#FFFEFE	48144	5.5	2311	48138-48150
#FBFAFD	48144	6.5	2312	48138-48151
#FBFAFD	48144.5	7	2312	48138-48151
#FBFAFD	48145	6.5	2312	48138-48151
#FBFAFD	48144.5	6	2312	48138-48151
#FEFEFE	48144.5	7	2313	48138-48152
#FEFEFE	48145	7.5	2313	48138-48152
#FEFEFE	48145.5	7	2313	48138-48152
#FEFEFE	48145	6.5	2313	48138-48152
#F8F7FB	48145	7.5	2314	48138-48153
#F8F7FB	48145.5	8	2314	48138-48153
#F8F7FB	48146	7.5	2314	48138-48153
#F8F7FB	48145.5	7	2314	48138-48153
#F3F1F9	48145.5	8	2315	48138-48154
#F3F1F9	48146	8.5	2315	48138-48154
#F3F1F9	48146.5	8	2315	48138-48154
#F3F1F9	48146	7.5	2315	48138-48154
#F7F6FB	48146	8.5	2316	48138-48155
#F7F6FB	48146.5	9	2316	48138-48155
#F7F6FB	48147	8.5	2316	48138-48155
#F7F6FB	48146.5	8	2316	48138-48155
#FFFFFF	48146.5	9	2317	48138-48156
#FFFFFF	48147	9.5	2317	48138-48156
#FFFFFF	48147.5	9	2317	48138-48156
#FFFFFF	48147	8.5	2317	48138-48156
#FEFEFE	48147	9.5	2318	48138-48157
#FEFEFE	48147.5	10	2318	48138-48157
#FEFEFE	48148	9.5	2318	48138-48157
#FEFEFE	48147.5	9	2318	48138-48157
#FDFCFE	48147.5	10	2319	48138-48158
#FDFCFE	48148	10.5	2319	48138-48158
#FDFCFE	48148.5	10	2319	48138-48158
#FDFCFE	48148	9.5	2319	48138-48158
#EFDBD9	48148	10.5	2320	48138-48159
#EFDBD9	48148.5	11	2320	48138-48159
#EFDBD9	48149	10.5	2320	48138-48159
#EFDBD9	48148.5	10	2320	48138-48159
#F6E9E8	48148.5	11	2321	48138-48160
#F6E9E8	48149	11.5	2321	48138-48160
#F6E9E8	48149.5	11	2321	48138-48160
#F6E9E8	48149	10.5	2321	48138-48160
#F3E4E2	48149	11.5	2322	48138-48161
#F3E4E2	48149.5	12	2322	48138-48161
#F3E4E2	48150	11.5	2322	48138-48161
#F3E4E2	48149.5	11	2322	48138-48161
#F3E4E2	48149.5	12	2323	48138-48162
#F3E4E2	48150	12.5	2323	48138-48162
#F3E4E2	48150.5	12	2323	48138-48162
#F3E4E2	48150	11.5	2323	48138-48162
#FCFCFD	48150	12.5	2324	48138-48163
#FCFCFD	48150.5	13	2324	48138-48163
#FCFCFD	48151	12.5	2324	48138-48163
#FCFCFD	48150.5	12	2324	48138-48163
#F6EBE9	48150.5	13	2325	48138-48164
#F6EBE9	48151	13.5	2325	48138-48164
#F6EBE9	48151.5	13	2325	48138-48164
#F6EBE9	48151	12.5	2325	48138-48164
#FBF6F5	48151	13.5	2326	48138-48165
#FBF6F5	48151.5	14	2326	48138-48165
#FBF6F5	48152	13.5	2326	48138-48165
#FBF6F5	48151.5	13	2326	48138-48165
#FFFFFF	48151.5	14	2327	48138-48166
#FFFFFF	48152	14.5	2327	48138-48166
#FFFFFF	48152.5	14	2327	48138-48166
#FFFFFF	48152	13.5	2327	48138-48166
#F6EAE9	48152	14.5	2328	48138-48167
#F6EAE9	48152.5	15	2328	48138-48167
#F6EAE9	48153	14.5	2328	48138-48167
#F6EAE9	48152.5	14	2328	48138-48167
#F9F0EF	48152.5	15	2329	48138-48168
#F9F0EF	48153	15.5	2329	48138-48168
#F9F0EF	48153.5	15	2329	48138-48168
#F9F0EF	48153	14.5	2329	48138-48168
#F5E9E7	48153	15.5	2330	48138-48169
#F5E9E7	48153.5	16	2330	48138-48169
#F5E9E7	48154	15.5	2330	48138-48169
#F5E9E7	48153.5	15	2330	48138-48169
#F1E0DE	48153.5	16	2331	48138-48170
#F1E0DE	48154	16.5	2331	48138-48170
#F1E0DE	48154.5	16	2331	48138-48170
#F1E0DE	48154	15.5	2331	48138-48170
#F5E8E6	48154	16.5	2332	48138-48171
#F5E8E6	48154.5	17	2332	48138-48171
#F5E8E6	48155	16.5	2332	48138-48171
#F5E8E6	48154.5	16	2332	48138-48171
#F7EDEC	48154.5	17	2333	48138-48172
#F7EDEC	48155	17.5	2333	48138-48172
#F7EDEC	48155.5	17	2333	48138-48172
#F7EDEC	48155	16.5	2333	48138-48172
#F0DEDB	48155	17.5	2334	48138-48173
#F0DEDB	48155.5	18	2334	48138-48173
#F0DEDB	48156	17.5	2334	48138-48173
#F0DEDB	48155.5	17	2334	48138-48173
#FAF3F2	48155.5	18	2335	48138-48174
#FAF3F2	48156	18.5	2335	48138-48174
#FAF3F2	48156.5	18	2335	48138-48174
#FAF3F2	48156	17.5	2335	48138-48174
#EDD7D4	48156	18.5	2336	48138-48175
#EDD7D4	48156.5	19	2336	48138-48175
#EDD7D4	48157	18.5	2336	48138-48175
#EDD7D4	48156.5	18	2336	48138-48175
#FAF5F4	48156.5	19	2337	48138-48176
#FAF5F4	48157	19.5	2337	48138-48176
#FAF5F4	48157.5	19	2337	48138-48176
#FAF5F4	48157	18.5	2337	48138-48176
#EFDBD8	48157	19.5	2338	48138-48177
#EFDBD8	48157.5	20	2338	48138-48177
#EFDBD8	48158	19.5	2338	48138-48177
#EFDBD8	48157.5	19	2338	48138-48177
#F3E3E1	48157.5	20	2339	48138-48178
#F3E3E1	48158	20.5	2339	48138-48178
#F3E3E1	48158.5	20	2339	48138-48178
#F3E3E1	48158	19.5	2339	48138-48178
#F4E5E3	48158	20.5	2340	48138-48179
#F4E5E3	48158.5	21	2340	48138-48179
#F4E5E3	48159	20.5	2340	48138-48179
#F4E5E3	48158.5	20	2340	48138-48179
#EDD7D4	48158.5	21	2341	48138-48180
#EDD7D4	48159	21.5	2341	48138-48180
#EDD7D4	48159.5	21	2341	48138-48180
#EDD7D4	48159	20.5	2341	48138-48180
#F7ECEA	48159	21.5	2342	48138-48181
#F7ECEA	48159.5	22	2342	48138-48181
#F7ECEA	48160	21.5	2342	48138-48181
#F7ECEA	48159.5	21	2342	48138-48181
#EEDAD7	48159.5	22	2343	48138-48182
#EEDAD7	48160	22.5	2343	48138-48182
#EEDAD7	48160.5	22	2343	48138-48182
#EEDAD7	48160	21.5	2343	48138-48182
#F9F2F1	48160	22.5	2344	48138-48183
#F9F2F1	48160.5	23	2344	48138-48183
#F9F2F1	48161	22.5	2344	48138-48183
#F9F2F1	48160.5	22	2344	48138-48183
#FEFEFE	48160.5	23	2345	48138-48184
#FEFEFE	48161	23.5	2345	48138-48184
#FEFEFE	48161.5	23	2345	48138-48184
#FEFEFE	48161	22.5	2345	48138-48184
#FAF4F3	48161	23.5	2346	48138-48185
#FAF4F3	48161.5	24	2346	48138-48185
#FAF4F3	48162	23.5	2346	48138-48185
#FAF4F3	48161.5	23	2346	48138-48185
#FEFCFC	48161.5	24	2347	48138-48186
#FEFCFC	48162	24.5	2347	48138-48186
#FEFCFC	48162.5	24	2347	48138-48186
#FEFCFC	48162	23.5	2347	48138-48186
#FFFFFF	48162	24.5	2348	48138-48187
#FFFFFF	48162.5	25	2348	48138-48187
#FFFFFF	48163	24.5	2348	48138-48187
#FFFFFF	48162.5	24	2348	48138-48187
#B16A63	48138.5	0	2349	48139-48139
#B16A63	48139	0.5	2349	48139-48139
#B16A63	48139.5	0	2349	48139-48139
#B16A63	48139	-0.5	2349	48139-48139
#E0BEB9	48139	0.5	2350	48139-48140
#E0BEB9	48139.5	1	2350	48139-48140
#E0BEB9	48140	0.5	2350	48139-48140
#E0BEB9	48139.5	0	2350	48139-48140
#E9CFCC	48139.5	1	2351	48139-48141
#E9CFCC	48140	1.5	2351	48139-48141
#E9CFCC	48140.5	1	2351	48139-48141
#E9CFCC	48140	0.5	2351	48139-48141
#F7ECEB	48140	1.5	2352	48139-48142
#F7ECEB	48140.5	2	2352	48139-48142
#F7ECEB	48141	1.5	2352	48139-48142
#F7ECEB	48140.5	1	2352	48139-48142
#FDFCFE	48140.5	2	2353	48139-48143
#FDFCFE	48141	2.5	2353	48139-48143
#FDFCFE	48141.5	2	2353	48139-48143
#FDFCFE	48141	1.5	2353	48139-48143
#FDFAF9	48141	2.5	2354	48139-48144
#FDFAF9	48141.5	3	2354	48139-48144
#FDFAF9	48142	2.5	2354	48139-48144
#FDFAF9	48141.5	2	2354	48139-48144
#F9F2F1	48141.5	3	2355	48139-48145
#F9F2F1	48142	3.5	2355	48139-48145
#F9F2F1	48142.5	3	2355	48139-48145
#F9F2F1	48142	2.5	2355	48139-48145
#F6EAE8	48142	3.5	2356	48139-48146
#F6EAE8	48142.5	4	2356	48139-48146
#F6EAE8	48143	3.5	2356	48139-48146
#F6EAE8	48142.5	3	2356	48139-48146
#EDD8D5	48142.5	4	2357	48139-48147
#EDD8D5	48143	4.5	2357	48139-48147
#EDD8D5	48143.5	4	2357	48139-48147
#EDD8D5	48143	3.5	2357	48139-48147
#DFBBB6	48143	4.5	2358	48139-48148
#DFBBB6	48143.5	5	2358	48139-48148
#DFBBB6	48144	4.5	2358	48139-48148
#DFBBB6	48143.5	4	2358	48139-48148
#FEFDFD	48143.5	5	2359	48139-48149
#FEFDFD	48144	5.5	2359	48139-48149
#FEFDFD	48144.5	5	2359	48139-48149
#FEFDFD	48144	4.5	2359	48139-48149
#FBF6F5	48144	5.5	2360	48139-48150
#FBF6F5	48144.5	6	2360	48139-48150
#FBF6F5	48145	5.5	2360	48139-48150
#FBF6F5	48144.5	5	2360	48139-48150
#FCF9F9	48144.5	6	2361	48139-48151
#FCF9F9	48145	6.5	2361	48139-48151
#FCF9F9	48145.5	6	2361	48139-48151
#FCF9F9	48145	5.5	2361	48139-48151
#FDFBFB	48145	6.5	2362	48139-48152
#FDFBFB	48145.5	7	2362	48139-48152
#FDFBFB	48146	6.5	2362	48139-48152
#FDFBFB	48145.5	6	2362	48139-48152
#FBF6F5	48145.5	7	2363	48139-48153
#FBF6F5	48146	7.5	2363	48139-48153
#FBF6F5	48146.5	7	2363	48139-48153
#FBF6F5	48146	6.5	2363	48139-48153
#FCF7F6	48146	7.5	2364	48139-48154
#FCF7F6	48146.5	8	2364	48139-48154
#FCF7F6	48147	7.5	2364	48139-48154
#FCF7F6	48146.5	7	2364	48139-48154
#FFFFFF	48146.5	8	2365	48139-48155
#FFFFFF	48147	8.5	2365	48139-48155
#FFFFFF	48147.5	8	2365	48139-48155
#FFFFFF	48147	7.5	2365	48139-48155
#FEFCFC	48147	8.5	2366	48139-48156
#FEFCFC	48147.5	9	2366	48139-48156
#FEFCFC	48148	8.5	2366	48139-48156
#FEFCFC	48147.5	8	2366	48139-48156
#FBF7F6	48147.5	9	2367	48139-48157
#FBF7F6	48148	9.5	2367	48139-48157
#FBF7F6	48148.5	9	2367	48139-48157
#FBF7F6	48148	8.5	2367	48139-48157
#FCF7F7	48148	9.5	2368	48139-48158
#FCF7F7	48148.5	10	2368	48139-48158
#FCF7F7	48149	9.5	2368	48139-48158
#FCF7F7	48148.5	9	2368	48139-48158
#F8EFEE	48148.5	10	2369	48139-48159
#F8EFEE	48149	10.5	2369	48139-48159
#F8EFEE	48149.5	10	2369	48139-48159
#F8EFEE	48149	9.5	2369	48139-48159
#EFDCDA	48149	10.5	2370	48139-48160
#EFDCDA	48149.5	11	2370	48139-48160
#EFDCDA	48150	10.5	2370	48139-48160
#EFDCDA	48149.5	10	2370	48139-48160
#FBF7F6	48149.5	11	2371	48139-48161
#FBF7F6	48150	11.5	2371	48139-48161
#FBF7F6	48150.5	11	2371	48139-48161
#FBF7F6	48150	10.5	2371	48139-48161
#EDD8D5	48150	11.5	2372	48139-48162
#EDD8D5	48150.5	12	2372	48139-48162
#EDD8D5	48151	11.5	2372	48139-48162
#EDD8D5	48150.5	11	2372	48139-48162
#FDFAF9	48150.5	12	2373	48139-48163
#FDFAF9	48151	12.5	2373	48139-48163
#FDFAF9	48151.5	12	2373	48139-48163
#FDFAF9	48151	11.5	2373	48139-48163
#FBF6F5	48151	12.5	2374	48139-48164
#FBF6F5	48151.5	13	2374	48139-48164
#FBF6F5	48152	12.5	2374	48139-48164
#FBF6F5	48151.5	12	2374	48139-48164
#F5E9E7	48151.5	13	2375	48139-48165
#F5E9E7	48152	13.5	2375	48139-48165
#F5E9E7	48152.5	13	2375	48139-48165
#F5E9E7	48152	12.5	2375	48139-48165
#FBFAFD	48152	13.5	2376	48139-48166
#FBFAFD	48152.5	14	2376	48139-48166
#FBFAFD	48153	13.5	2376	48139-48166
#FBFAFD	48152.5	13	2376	48139-48166
#F6EBEA	48152.5	14	2377	48139-48167
#F6EBEA	48153	14.5	2377	48139-48167
#F6EBEA	48153.5	14	2377	48139-48167
#F6EBEA	48153	13.5	2377	48139-48167
#F4E5E3	48153	14.5	2378	48139-48168
#F4E5E3	48153.5	15	2378	48139-48168
#F4E5E3	48154	14.5	2378	48139-48168
#F4E5E3	48153.5	14	2378	48139-48168
#EED9D6	48153.5	15	2379	48139-48169
#EED9D6	48154	15.5	2379	48139-48169
#EED9D6	48154.5	15	2379	48139-48169
#EED9D6	48154	14.5	2379	48139-48169
#DEB9B4	48154	15.5	2380	48139-48170
#DEB9B4	48154.5	16	2380	48139-48170
#DEB9B4	48155	15.5	2380	48139-48170
#DEB9B4	48154.5	15	2380	48139-48170
#E5C6C2	48154.5	16	2381	48139-48171
#E5C6C2	48155	16.5	2381	48139-48171
#E5C6C2	48155.5	16	2381	48139-48171
#E5C6C2	48155	15.5	2381	48139-48171
#FBF6F5	48155	16.5	2382	48139-48172
#FBF6F5	48155.5	17	2382	48139-48172
#FBF6F5	48156	16.5	2382	48139-48172
#FBF6F5	48155.5	16	2382	48139-48172
#F1E0DD	48155.5	17	2383	48139-48173
#F1E0DD	48156	17.5	2383	48139-48173
#F1E0DD	48156.5	17	2383	48139-48173
#F1E0DD	48156	16.5	2383	48139-48173
#F0DDDB	48156	17.5	2384	48139-48174
#F0DDDB	48156.5	18	2384	48139-48174
#F0DDDB	48157	17.5	2384	48139-48174
#F0DDDB	48156.5	17	2384	48139-48174
#ECD5D2	48156.5	18	2385	48139-48175
#ECD5D2	48157	18.5	2385	48139-48175
#ECD5D2	48157.5	18	2385	48139-48175
#ECD5D2	48157	17.5	2385	48139-48175
#EBD3D0	48157	18.5	2386	48139-48176
#EBD3D0	48157.5	19	2386	48139-48176
#EBD3D0	48158	18.5	2386	48139-48176
#EBD3D0	48157.5	18	2386	48139-48176
#F6E9E8	48157.5	19	2387	48139-48177
#F6E9E8	48158	19.5	2387	48139-48177
#F6E9E8	48158.5	19	2387	48139-48177
#F6E9E8	48158	18.5	2387	48139-48177
#FBF5F5	48158	19.5	2388	48139-48178
#FBF5F5	48158.5	20	2388	48139-48178
#FBF5F5	48159	19.5	2388	48139-48178
#FBF5F5	48158.5	19	2388	48139-48178
#F0DEDC	48158.5	20	2389	48139-48179
#F0DEDC	48159	20.5	2389	48139-48179
#F0DEDC	48159.5	20	2389	48139-48179
#F0DEDC	48159	19.5	2389	48139-48179
#FAF4F3	48159	20.5	2390	48139-48180
#FAF4F3	48159.5	21	2390	48139-48180
#FAF4F3	48160	20.5	2390	48139-48180
#FAF4F3	48159.5	20	2390	48139-48180
#F0DDDA	48159.5	21	2391	48139-48181
#F0DDDA	48160	21.5	2391	48139-48181
#F0DDDA	48160.5	21	2391	48139-48181
#F0DDDA	48160	20.5	2391	48139-48181
#F5E8E6	48160	21.5	2392	48139-48182
#F5E8E6	48160.5	22	2392	48139-48182
#F5E8E6	48161	21.5	2392	48139-48182
#F5E8E6	48160.5	21	2392	48139-48182
#FCF7F7	48160.5	22	2393	48139-48183
#FCF7F7	48161	22.5	2393	48139-48183
#FCF7F7	48161.5	22	2393	48139-48183
#FCF7F7	48161	21.5	2393	48139-48183
#FFFEFF	48161	22.5	2394	48139-48184
#FFFEFF	48161.5	23	2394	48139-48184
#FFFEFF	48162	22.5	2394	48139-48184
#FFFEFF	48161.5	22	2394	48139-48184
#FCF8F8	48161.5	23	2395	48139-48185
#FCF8F8	48162	23.5	2395	48139-48185
#FCF8F8	48162.5	23	2395	48139-48185
#FCF8F8	48162	22.5	2395	48139-48185
#FBF5F4	48162	23.5	2396	48139-48186
#FBF5F4	48162.5	24	2396	48139-48186
#FBF5F4	48163	23.5	2396	48139-48186
#FBF5F4	48162.5	23	2396	48139-48186
#FBFBFD	48162.5	24	2397	48139-48187
#FBFBFD	48163	24.5	2397	48139-48187
#FBFBFD	48163.5	24	2397	48139-48187
#FBFBFD	48163	23.5	2397	48139-48187
#FCF9F9	48163	24.5	2398	48139-48188
#FCF9F9	48163.5	25	2398	48139-48188
#FCF9F9	48164	24.5	2398	48139-48188
#FCF9F9	48163.5	24	2398	48139-48188
#B57069	48139.5	0	2399	48140-48140
#B57069	48140	0.5	2399	48140-48140
#B57069	48140.5	0	2399	48140-48140
#B57069	48140	-0.5	2399	48140-48140
#E8CDCA	48140	0.5	2400	48140-48141
#E8CDCA	48140.5	1	2400	48140-48141
#E8CDCA	48141	0.5	2400	48140-48141
#E8CDCA	48140.5	0	2400	48140-48141
#DFBBB7	48140.5	1	2401	48140-48142
#DFBBB7	48141	1.5	2401	48140-48142
#DFBBB7	48141.5	1	2401	48140-48142
#DFBBB7	48141	0.5	2401	48140-48142
#FCF7F7	48141	1.5	2402	48140-48143
#FCF7F7	48141.5	2	2402	48140-48143
#FCF7F7	48142	1.5	2402	48140-48143
#FCF7F7	48141.5	1	2402	48140-48143
#EDD8D5	48141.5	2	2403	48140-48144
#EDD8D5	48142	2.5	2403	48140-48144
#EDD8D5	48142.5	2	2403	48140-48144
#EDD8D5	48142	1.5	2403	48140-48144
#F0DDDA	48142	2.5	2404	48140-48145
#F0DDDA	48142.5	3	2404	48140-48145
#F0DDDA	48143	2.5	2404	48140-48145
#F0DDDA	48142.5	2	2404	48140-48145
#E9CFCC	48142.5	3	2405	48140-48146
#E9CFCC	48143	3.5	2405	48140-48146
#E9CFCC	48143.5	3	2405	48140-48146
#E9CFCC	48143	2.5	2405	48140-48146
#ECD4D1	48143	3.5	2406	48140-48147
#ECD4D1	48143.5	4	2406	48140-48147
#ECD4D1	48144	3.5	2406	48140-48147
#ECD4D1	48143.5	3	2406	48140-48147
#E4C4C0	48143.5	4	2407	48140-48148
#E4C4C0	48144	4.5	2407	48140-48148
#E4C4C0	48144.5	4	2407	48140-48148
#E4C4C0	48144	3.5	2407	48140-48148
#F6EBEA	48144	4.5	2408	48140-48149
#F6EBEA	48144.5	5	2408	48140-48149
#F6EBEA	48145	4.5	2408	48140-48149
#F6EBEA	48144.5	4	2408	48140-48149
#F4E6E4	48144.5	5	2409	48140-48150
#F4E6E4	48145	5.5	2409	48140-48150
#F4E6E4	48145.5	5	2409	48140-48150
#F4E6E4	48145	4.5	2409	48140-48150
#F7ECEB	48145	5.5	2410	48140-48151
#F7ECEB	48145.5	6	2410	48140-48151
#F7ECEB	48146	5.5	2410	48140-48151
#F7ECEB	48145.5	5	2410	48140-48151
#FDF9F9	48145.5	6	2411	48140-48152
#FDF9F9	48146	6.5	2411	48140-48152
#FDF9F9	48146.5	6	2411	48140-48152
#FDF9F9	48146	5.5	2411	48140-48152
#FBF5F4	48146	6.5	2412	48140-48153
#FBF5F4	48146.5	7	2412	48140-48153
#FBF5F4	48147	6.5	2412	48140-48153
#FBF5F4	48146.5	6	2412	48140-48153
#FEFCFC	48146.5	7	2413	48140-48154
#FEFCFC	48147	7.5	2413	48140-48154
#FEFCFC	48147.5	7	2413	48140-48154
#FEFCFC	48147	6.5	2413	48140-48154
